0,12,0,0,0,25,0,13,https://*.linkedin.com/* notifications clipboardWrite https://*.findthat.email/* tabs webRequestBlocking https://chrome.google.com/webstore/detail/* https://*.facebook.com/* https://*.ahrefs.com/* storage webRequest unlimitedStorage ,0
0,3,0,0,0,15,0,28,tabCapture storage tabs ,0
0,2,0,0,0,0,0,9,storage contextMenus ,0
0,1,0,0,0,25,1,16,storage ,0
0,3,0,0,0,15,0,6,tabCapture storage tabs ,0
1,0,0,0,0,0,0,1,null,0
1,0,0,0,0,0,0,12,null,0
0,4,0,0,0,0,0,6,tabCapture <all_urls> storage *://*/* ,0
0,1,0,0,0,0,0,6,storage ,0
0,7,0,0,0,0,0,14,notifications tabs https://clients2.google.com/* storage https://ainoob.com/* management unlimitedStorage ,0
0,5,0,0,0,15,0,9,contextMenus activeTab storage chrome://favicon/ bookmarks ,0
0,6,0,0,0,0,1,6,declarativeContent https://www.springfieldsearchsolutions.com/myscreengrab/ tabs activeTab storage <all_urls> ,0
0,2,0,0,0,0,0,1,storage contextMenus ,0
0,3,0,0,0,0,0,4,<all_urls> storage tabs ,0
0,5,0,0,0,0,0,2,tabs alarms storage <all_urls> fontSettings ,0
0,9,0,0,0,0,0,2,webRequestBlocking tabs contextMenus http://*.todoist.com/* background storage https://*.todoist.com/* webRequest declarativeNetRequestWithHostAccess ,0
0,4,0,0,0,0,0,2,contextMenus storage tabs activeTab ,0
0,3,0,0,0,0,0,3,*://plug.dj/suchdj tabs activeTab ,0
0,3,0,0,0,0,0,2,chrome://favicon/ bookmarks tabs ,0
0,2,0,0,0,15,0,0,storage management ,0
0,1,0,0,0,0,0,6,storage ,0
0,4,0,0,0,0,0,4,tabCapture storage tabs activeTab ,0
1,0,0,0,0,0,0,0,null,0
0,4,0,0,0,0,0,1,chrome://favicon/ bookmarks storage tabs ,0
0,1,0,0,0,0,0,0,storage ,0
0,7,0,0,0,15,0,18,*://*.twitter.com/* *://*.youtube.com/* *://*.facebook.com/* *://*.instagram.com/* *://*.twitch.tv/* storage *://*.socialblade.com/* ,0
0,4,0,0,0,0,0,0,notifications clipboardWrite tabs ,0
0,3,0,0,0,0,0,1,bookmarks unlimitedStorage tabs ,0
0,2,0,0,0,0,0,7,storage contextMenus ,0
1,0,0,0,0,0,0,8,null,0
0,4,0,0,0,0,0,1,tabCapture <all_urls> storage tabs ,0
0,1,0,0,0,0,0,4,<all_urls> ,0
