0,3,0,0,0,0,1,1,tabs contextMenus storage ,0,2,0
0,3,0,0,0,0,0,1,storage activeTab contextMenus ,1,4,0
1,0,0,0,0,0,0,2,null,1,2,0
0,1,0,0,0,0,0,3,management ,2,2,0
0,2,0,0,0,0,0,10,https://sponsor.ajay.app/* storage ,3,9,0
0,4,0,0,0,0,0,0,webRequest *://*/* storage webRequestBlocking ,1,5,0
0,2,0,0,0,0,0,0,contextMenus storage ,0,12,0
0,2,0,0,0,0,1,53,unlimitedStorage *://*.momentumdash.com/* ,26,143,0
0,1,0,0,0,15,0,2,storage ,4,12,0
1,0,0,0,0,0,0,0,null,1,2,0
0,3,0,0,0,0,0,1,tabCapture storage tabs ,2,8,0
0,3,0,0,0,15,2,62,webRequest <all_urls> webRequestBlocking ,1,5,0
0,1,0,0,0,0,0,2,activeTab ,1,4,0
1,0,0,0,0,0,0,0,null,0,1,0
0,2,0,0,0,0,0,1,management storage ,1,2,0
0,3,0,0,0,0,0,34,tabs storage downloads ,1,1,0
0,4,0,0,0,0,0,1,bookmarks tabs activeTab storage ,1,3,0
0,11,0,0,0,15,0,0,downloads.open sessions downloads notifications downloads.shelf bookmarks tabs chrome://favicon/ management history storage ,2,13,0
1,0,0,0,0,0,0,1,null,1,1,0
0,4,0,0,0,0,0,4,contextMenus tabs chrome://favicon/ storage ,1,14,0
0,7,0,0,0,25,3,123,cookies unlimitedStorage webRequest http://*/* https://*/* storage webRequestBlocking ,7,15,0
0,1,0,0,0,0,0,7,storage ,3,4,0
0,4,0,0,0,0,0,2,tabs cookies <all_urls> storage ,1,11,0
0,1,0,0,0,0,0,6,storage ,3,5,0
0,5,0,0,0,15,0,24,notifications tabs *://*plug.dj/* http://plug.myuplay.com/* storage ,3,6,0
0,3,0,0,0,15,0,16,activeTab cookies storage ,3,13,0
0,1,0,0,0,0,0,2,activeTab ,0,5,0
0,2,0,0,0,0,0,0,management storage ,2,3,0
0,2,0,0,0,15,0,2,scripting storage ,2,6,0
0,6,0,0,0,25,0,17,https://www.googleapis.com/youtube/v3/* webRequest https://*.youtube.com/ background storage webRequestBlocking ,4,11,0
0,4,0,0,0,0,0,29,tabs clipboardWrite activeTab storage ,2,11,0
0,6,0,0,0,15,0,11,clipboardWrite webRequest tabs *://*/* storage webRequestBlocking ,2,4,0
0,1,0,0,0,15,0,9,storage ,2,30,0
0,1,0,0,0,25,1,10,activeTab ,1,6,0
0,3,0,0,0,0,0,5,tabs scripting activeTab ,2,5,0
0,2,0,0,0,0,0,13,tabs chrome://favicon/ ,2,5,0
0,1,0,0,0,0,0,2,tabs ,1,2,0
0,9,0,0,0,30,1,29,cookies gcm notifications webRequest unlimitedStorage <all_urls> tabs storage webRequestBlocking ,5,17,0
0,2,0,0,0,0,0,3,tabCapture activeTab ,2,7,0
0,3,0,0,0,0,0,1,https://mail.google.com/* https://www.google.com/* storage ,1,2,0
0,5,0,0,0,15,2,21,scripting activeTab tabs system.display storage ,3,5,0
0,11,0,0,0,25,4,13,tabCapture cookies webRequest <all_urls> contextMenus tabs *://*/* webNavigation activeTab storage webRequestBlocking ,4,9,0
0,1,0,0,0,0,0,8,management ,1,5,0
0,5,0,0,0,0,0,1,<all_urls> tabs chrome://favicon/* activeTab history ,5,8,0
0,8,0,0,0,0,0,4,notifications webRequest http://*/* tabs https://*/* webNavigation storage webRequestBlocking ,0,13,0
0,5,0,0,0,0,0,4,unlimitedStorage contextMenus tabs history storage ,0,2,0
0,3,0,0,0,15,2,50,unlimitedStorage clipboardWrite activeTab ,1,5,0
0,6,0,0,0,0,0,15,webRequest tabs webNavigation activeTab storage webRequestBlocking ,2,4,0
0,3,0,0,0,0,0,11,tabs *://*/* storage ,2,3,0
0,3,0,0,0,15,0,2,tabs management storage ,1,3,0
0,7,0,0,0,0,0,2,scripting notifications tabs identity webNavigation activeTab storage ,1,6,0
0,2,0,0,0,15,0,10,tabCapture storage ,4,23,0
0,1,0,0,0,15,1,179,storage ,4,10,0
0,1,0,0,0,0,0,0,management ,2,3,0
0,9,0,0,0,0,0,4,unlimitedStorage http://*/* <all_urls> contextMenus bookmarks tabs https://*/* management storage ,3,10,0
0,2,0,0,0,0,5,519,activeTab contextMenus ,1,6,0
0,2,0,0,0,0,0,4,activeTab contextMenus ,0,1,0
0,3,0,0,0,0,0,37,storage activeTab contextMenus ,2,5,0
0,1,0,0,0,0,0,6,storage ,1,3,0
0,2,0,0,0,0,0,6,bookmarks chrome://favicon/ ,1,8,0
0,5,0,0,0,50,0,39,*://*.rbxcdn.com/* notifications *://*.roblox.com/* storage *://*.ropro.io/* ,25,30,0
0,9,0,0,0,15,2,80,*://infinity.500apps.com/* notifications *://*.googleusercontent.com/* webRequest https://mail.google.com/* cookies https://assets.hipso.cc/* storage webRequestBlocking ,2,4,0
0,2,0,0,0,0,0,15,activeTab storage ,2,5,0
0,1,0,0,0,0,0,1,management ,0,3,0
0,2,0,0,0,0,0,24,tabs storage ,3,3,0
0,5,0,0,0,50,0,39,*://*.rbxcdn.com/* notifications *://*.roblox.com/* storage *://*.ropro.io/* ,25,30,0
0,2,0,0,0,0,0,1,storage contextMenus ,0,5,0
0,6,0,0,0,0,0,7,tabGroups favicon bookmarks alarms activeTab storage ,1,3,0
0,3,0,0,0,0,0,1,tabs activeTab contextMenus ,1,2,0
0,3,0,0,0,0,0,7,storage activeTab contextMenus ,1,8,0
0,6,0,0,0,25,0,8,sessions favicon bookmarks tabs history storage ,3,90,0
0,4,0,0,0,0,0,2,tabCapture activeTab storage tabs ,1,2,0
1,0,0,0,0,0,0,10,null,10,34,0
0,3,0,0,0,0,0,0,activeTab <all_urls> downloads ,0,3,0
0,1,0,0,0,0,0,0,management ,1,2,0
0,5,0,0,0,15,1,16,unlimitedStorage webRequest <all_urls> storage webRequestBlocking ,4,7,0
0,4,0,0,0,15,0,6,*://i1.ytimg.com/* tabs webNavigation *://www.youtube.com/* ,2,6,0
0,3,0,0,0,15,3,31,scripting declarativeNetRequest storage ,5,8,0
1,0,0,0,0,0,0,2,null,1,3,0
1,0,0,0,0,25,2,42,null,9,9,1
1,0,0,0,0,25,2,43,null,9,9,1
0,4,0,0,0,15,1,9,storage management notifications tabs ,2,5,1
1,0,0,0,0,0,2,17,null,1,69,1
1,0,0,0,0,15,0,2,null,3,4,1
1,0,0,0,0,0,0,0,null,0,1,1
1,0,0,0,0,40,7,31,null,4,38,1
1,0,0,0,0,0,6,203,null,74,1915,1
0,8,0,0,0,30,1,22,https://*/ cookies notifications tabs http://*/ alarms activeTab storage ,6,14,1
1,0,0,0,0,15,6,25,null,4,68,1
1,0,0,0,0,25,2,43,null,9,9,1
1,0,0,0,0,0,0,0,null,0,1,1
1,0,0,0,0,0,0,11,null,1,50,1
0,8,0,0,0,30,1,22,https://*/ cookies notifications tabs http://*/ alarms activeTab storage ,6,14,1
1,0,0,0,0,0,0,17,null,5,9,1
0,9,0,0,0,0,1,2,webRequest *://*/ tabs idle webNavigation activeTab history storage webRequestBlocking ,2,5,1
0,2,0,0,0,40,0,90,<all_urls> storage ,7,40,1
0,0,0,0,0,0,8,373,0,239,2524,1
1,0,0,0,0,40,0,16,null,13,26,1
1,0,0,0,0,15,1,14,null,5,6,1
1,0,0,0,0,0,0,0,null,0,1,1
1,0,0,0,0,0,0,15,null,5,9,1
1,0,0,0,0,0,0,17,null,5,9,1
1,0,0,0,0,15,0,2,null,3,4,1
0,4,0,0,0,0,1,1,webRequest <all_urls> storage webRequestBlocking ,1,5,1
0,10,0,0,0,0,0,12,nativeMessaging downloads webRequest unlimitedStorage <all_urls> contextMenus tabs alarms storage webRequestBlocking ,2,19,1
0,11,0,0,0,0,1,52,cookies unlimitedStorage webRequest http://*/* contextMenus tabs https://*/* idle privacy storage webRequestBlocking ,6,54,1
1,0,0,0,0,25,2,41,null,9,9,1
1,0,0,0,0,0,0,17,null,5,9,1
1,0,0,0,0,0,0,0,null,0,1,1
1,0,0,0,0,0,0,16,null,5,9,1
1,0,0,0,0,0,0,17,null,5,9,1
1,0,0,0,0,15,2,26,null,4,76,1
